2.880915e+02 1.831477e+04 2.650659e+01 3.421530e+03
3.011333e+02 1.651265e+04 5.366630e+01 4.258159e+01
4.414746e+02 2.629107e+04 7.870670e+00 9.051912e+02
9.249487e+02 6.025410e+04 9.787112e+01 4.567318e+03
6.331670e+02 4.666914e+04 5.167538e+01 2.410916e+03
2.330796e+02 1.950986e+04 4.412280e+01 4.835121e+03
2.548219e+02 1.993151e+04 1.660387e+01 4.431693e+02
1.257257e+02 1.206417e+04 2.744782e+00 1.085341e+03
8.350224e+02 5.883106e+04 5.978062e+01 9.539723e+02
1.757092e+02 9.861893e+03 3.691419e+01 2.488788e+03
8.127062e+02 5.985636e+04 3.878611e+01 2.309920e+03
7.333844e+01 7.805148e+03 1.043939e+01 3.710415e+03
7.075208e+02 4.718200e+04 5.519746e+01 1.013219e+03
6.968937e+02 4.852253e+04 2.308974e+01 1.427495e+03
8.601512e+02 5.521980e+04 8.441632e+00 1.160442e+03
1.661095e+02 6.850961e+03 4.713363e+01 4.543730e+03
8.525205e+02 5.793810e+04 7.873217e+01 1.995935e+03
3.084111e+02 2.532978e+04 2.245778e+01 3.550755e+03
2.015188e+02 1.107758e+04 4.398312e+01 3.787146e+03
4.650589e-01 -1.113388e+03 1.225636e+01 1.782734e+03
5.340523e+02 3.272169e+04 5.789006e+00 1.513607e+03
3.403574e+02 2.060471e+04 1.439428e+00 2.398386e+03
4.129552e+02 2.688724e+04 3.200901e+01 4.190838e+03
7.944889e+02 5.789947e+04 8.010105e+01 2.328616e+03
5.402440e+02 3.431380e+04 5.800007e+01 9.750733e+02
2.524313e+02 1.671200e+04 8.142451e+01 4.715221e+03
9.900331e+02 6.490212e+04 4.579697e+01 2.096910e+03
5.171257e+02 3.354093e+04 3.616544e+01 2.063729e+02
9.631376e+02 6.425148e+04 9.556464e+01 1.892824e+03
4.916759e+02 3.344028e+04 8.680585e+01 4.071950e+02
7.367808e+02 5.310482e+04 3.336450e+01 2.470459e+03
2.708020e+02 1.419727e+04 5.357415e+00 2.020964e+03
1.385067e+02 5.765810e+03 7.540607e+01 4.668430e+03
8.168846e+02 5.794589e+04 2.695459e+01 1.950923e+03
5.072078e+02 3.290757e+04 8.446710e+01 8.199936e+02
4.415320e+02 2.899518e+04 2.910314e+01 1.474245e+03
9.578560e+02 6.825059e+04 3.984894e+01 3.408640e+03
6.810559e+02 5.044553e+04 1.008718e+01 3.487655e+03
1.024470e+02 7.630543e+03 4.281631e+01 4.921889e+03
7.654410e+02 5.071510e+04 4.076511e+01 3.989896e+03
6.309513e+02 3.919167e+04 3.559152e+01 1.892490e+03
3.569332e+02 2.251966e+04 6.976942e+01 2.586341e+02
3.656883e+02 2.402778e+04 6.249423e+01 1.990423e+03
8.922907e+02 5.746022e+04 9.880884e+01 1.001029e+03
3.131995e+02 2.279949e+04 9.910518e+01 2.538725e+03
1.162887e+02 6.559675e+03 1.564030e+01 2.710977e+03
8.191502e+02 6.096713e+04 8.911741e+01 2.203222e+03
5.305638e+01 5.455135e+03 8.327072e+01 1.587389e+03
8.042330e+01 1.040324e+04 6.644882e+01 8.728279e+02
2.075127e+02 1.416201e+04 2.004993e+01 3.839680e+03
8.786857e+02 5.833048e+04 3.017696e+01 4.224428e+03
5.534781e+02 4.039322e+04 2.495082e+01 2.563971e+03
8.749868e+02 6.237886e+04 6.494759e+01 1.284227e+03
5.178525e+02 3.393812e+04 4.519845e+01 3.427054e+03
9.512206e+02 6.776250e+04 5.710495e+01 2.135518e+03
5.805502e+02 3.610148e+04 9.906903e+01 1.186249e+03
2.977090e+02 1.964396e+04 3.732961e+01 1.856498e+03
2.899829e+02 1.944829e+04 3.424694e+00 1.317079e+03
7.038076e+00 3.501612e+03 2.928870e+01 4.317204e+03
5.333616e+02 3.559301e+04 1.362891e+01 3.154491e+03
6.963599e+02 4.541951e+04 7.626995e+01 3.525151e+03
